system:index,total_evaporation_sum
19830909,-0.0019932957319273464
19830910,-0.0019386975153220303
19830911,-0.002161358562287582
19830912,-0.002336146389919892
19830913,-0.0031866986378989892
19830914,-0.0024602003219456165
19830915,-0.0022119146857203656
19830916,-0.0016142641789677274
19830917,-0.002451056915716832
19830918,-0.0024725478489550476
19830919,-0.003237326275899177
19830920,-0.003082456825751139
19830921,-0.003193352364616265
19830922,-0.0032361792788745043
19830923,-0.0034725833779750285
19830924,-0.0029389957178207024
19830925,-0.001492985622544728
19830926,-0.002210947770230998
19830927,-0.002922278295041838
19830928,-0.003128930280649664
19830929,-0.0032071108586743356
19830930,-0.0021889260017189183
19831001,-0.0029697703980686883
19831002,-0.003029176206013006
19831003,-0.0031536049675781846
19831004,-0.0030646860055290087
19831005,-0.0025527273526526222
19831006,-0.002773767015771452
19831007,-0.0027660998097778495
19831008,-0.0032528277291727315
19831009,-0.0034427846950282836
19831010,-0.0025594344036173567
19831011,-0.0023894811794723816
19831012,-0.0025123919427080125
19831013,-0.002649382228040653
19831014,-0.0027057610891023146
19831015,-0.003375027214451174
19831016,-0.003274212390894427
19831017,-0.0038220158700618353
19831018,-0.0036150688237585765
19831019,-0.003697973805151153
19831020,-0.0035195072754554356
19831021,-0.003259773197826695
19831022,-0.002890608014540288
19831023,-0.0027885757785722294
19831024,-0.0035034899382299593
19831025,-0.0034649126875189217
19831026,-0.003334039010281745
19831027,-0.004140090852927134
19831028,-0.004114807807218197
19831029,-0.0036625926168099214
19831030,-0.004078672169751038
19831031,-0.003483900333023381
